id,category,mpd_dimension,core_field,sdg_or_sdgplus,target,indicator_family,item,definition,unit,polarity,archetype,scoring_mode,source_ids,measurement_type,numerator_denominator,calculation_formula_plain,thresholds,bm,bm_150pct,bm_250pct,non_compensation_red_line,assurance_level_required,data_quality_minimum,publication_readiness,badges
WOK-POL-101,POL / Politik/Regulatorik,Planet,Energie,SDG 7 – Energie,7.2,Spezifische Emissionen Strom,Spezifische Emissionen Strom – Spezifische Emissionen,CO₂e je kWh (LCA),g CO₂e/kWh,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; EU_TAXONOMY; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,emission_intensity,"Wert = THG-Emissionen in CO₂e je funktionaler Einheit, Produktmenge, Umsatz oder Aktivität; Systemgrenze offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≤100:+3; 101–250:0; >250:‑2', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤100:+3; 101–250:0; >250:‑2,175.5,263.25,438.75,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-102,POL / Politik/Regulatorik,Planet,Energie,SDG 7 – Energie,7.2,Spezifische Emissionen Strom,Spezifische Emissionen Strom – DNSH‑Konformität,‚Do No Significant Harm‘ erfüllt,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; EU_TAXONOMY; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-103,POL / Politik/Regulatorik,Planet,Energie,SDG 7 – Energie,7.2,Spezifische Emissionen Strom,Spezifische Emissionen Strom – TSC‑Schwellen,Anteil unter technischen TSC‑Grenzen,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; EU_TAXONOMY; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-P-113,P / Produkt,Planet,Energie,SDG 7 – Energie,7.3,Energieeffizienz Produkte,Energieeffizienz Produkte – PCF,CO₂‑Fußabdruck pro Einheit,kg CO₂e/Einheit,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ISO_14067; GHG_PROTOCOL_PRODUCT; ISO_50001; ISO_IEC_30134; EU_WEEE; GERMANY_VERPACKG; EU_EPBD,emission_intensity,"Wert = THG-Emissionen in CO₂e je funktionaler Einheit, Produktmenge, Umsatz oder Aktivität; Systemgrenze offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; ±Benchmark:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; ±Benchmark:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-P-114,P / Produkt,Planet,Energie,SDG 7 – Energie,7.3,Energieeffizienz Produkte,Energieeffizienz Produkte – Reparierbarkeit,Reparierbarkeitsindex,Score 0–10,higher_is_better,higher_is_better_score,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_50001; ISO_IEC_30134; EU_EPBD,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥8:+3; 6–7,9:+2; 4–5,9:0; 2–3,9:‑2; <2:‑3', Polarity='higher_is_better', Archetype='higher_is_better_score'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥8:+3; 6–7,9:+2; 4–5,9:0; 2–3,9:‑2; <2:‑3",4.95,1.0,1.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-P-115,P / Produkt,Planet,Ressourcen & Kreislauf,SDG 7 – Energie,7.3,Energieeffizienz Produkte,Energieeffizienz Produkte – Rücknahme/Recycling,Rücknahme‑/Recyclingquote,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ISO_50001; ISO_IEC_30134; EU_WEEE; GERMANY_VERPACKG; EU_EPBD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥70:+3; 50–69:+2; 30–49:0; 15–29:‑2; <15:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥70:+3; 50–69:+2; 30–49:0; 15–29:‑2; <15:‑3,39.5,59.25,98.75,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-RE-110,RE / Real Estate,Planet,Energie,SDG 7 – Energie,7.3,Gebäude‑Energieperformance,Gebäude‑Energieperformance – Betriebsenergie,Endenergiebedarf,kWh/m²a,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_50001; ISO_IEC_30134; EU_EPBD; EN_15978,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top 15%:+3; +15–30%:+2; +31–60%:0; >+60%:‑2/‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top 15%:+3; +15–30%:+2; +31–60%:0; >+60%:‑2/‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-RE-111,RE / Real Estate,Planet,Energie,SDG 7 – Energie,7.3,Gebäude‑Energieperformance,Gebäude‑Energieperformance – Graue Emissionen,Embodied Carbon (A1–A3),kg CO₂e/m²,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064; ISO_14067; EN_15978,emission_intensity,"Wert = THG-Emissionen in CO₂e je funktionaler Einheit, Produktmenge, Umsatz oder Aktivität; Systemgrenze offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-RE-112,RE / Real Estate,Planet,Energie,SDG 7 – Energie,7.3,Gebäude‑Energieperformance,Gebäude‑Energieperformance – ÖPNV‑Erreichbarkeit,Transit‑Score,0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_50001; ISO_IEC_30134; EU_EPBD,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,8:+3; 0,6–0,79:+2; 0,4–0,59:0; 0,2–0,39:‑2; <0,2:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,8:+3; 0,6–0,79:+2; 0,4–0,59:0; 0,2–0,39:‑2; <0,2:‑3",0.495,0.7424999999999999,1.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-116,SYS / System,Planet,Energie,SDG 7 – Energie,7.1,Energie‑Armut adressieren,Energie‑Armut adressieren – Index,umsatzgewichteter Index (z. B. Demokratie/Rule of Law),0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_50001; ISO_IEC_30134; EU_EPBD; SOCIAL_VALUE_SROI,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3",0.645,0.9675,1.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-117,SYS / System,Planet,Energie,SDG 7 – Energie,7.1,Energie‑Armut adressieren,Energie‑Armut adressieren – Exposure,Umsatz in Hochrisikoländern,%,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_50001; ISO_IEC_30134; EU_EPBD; SOCIAL_VALUE_SROI,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3,15.5,23.25,38.75,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-118,SYS / System,Planet,Energie,SDG 7 – Energie,7.1,Energie‑Armut adressieren,Energie‑Armut adressieren – Kooperationen,"aktive, evaluierte Partnerschaften/Jahr",#/Jahr,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_50001; ISO_IEC_30134; EU_EPBD; SOCIAL_VALUE_SROI,indicator_specific,"Wert gemäß definierter Messgröße; Zähler, Nenner, Einheit, Systemgrenze und Zeitraum je WÖk-ID dokumentieren.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥5:+3; 3–4:+2; 1–2:0; 0:‑2', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥5:+3; 3–4:+2; 1–2:0; 0:‑2,1.5,2.25,3.75,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-143,E / Umwelt,Planet,Energie,SDG 7 – Energie,7.3,Netzverluste/IT‑Effizienz,Netzverluste/IT‑Effizienz – EE‑Anteil,Anteil erneuerbarer Energien am Strombezug,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_50001; ISO_IEC_30134; EU_EPBD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-144,E / Umwelt,Planet,Energie,SDG 7 – Energie,7.3,Netzverluste/IT‑Effizienz,Netzverluste/IT‑Effizienz – Intensität,Energie je Output/Umsatz,kWh/€ Mio bzw. kWh/t,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_50001; ISO_IEC_30134; EU_EPBD,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-145,E / Umwelt,Planet,Energie,SDG 7 – Energie,7.3,Netzverluste/IT‑Effizienz,Netzverluste/IT‑Effizienz – Effizienz (PUE)*,Effizienz Rechenzentrum/IT‑Betrieb (falls zutreffend),PUE,lower_is_better,pue,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14067; GHG_PROTOCOL_PRODUCT; ISO_50001; ISO_IEC_30134; ISO_IEC_27701; EU_EPBD,pue,PUE = Gesamtenergie Rechenzentrum / IT-Energie; Klimazone und Messzeitraum offenlegen.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3', Polarity='lower_is_better', Archetype='pue'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3",1.505,2.2575,3.7625,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SC-113,SC / Lieferkette,Planet,Energie,SDG 7 – Energie,7.3,Energie‑Daten in Lieferkette,Energie‑Daten in Lieferkette – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ISO_50001; ISO_IEC_30134; EU_EPBD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,59.5,89.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
